2018-05-12T03:29:57.232000Z -148.4188 56.322 12.0 3.3 01862cwg6j
2018-05-12T05:26:44.086000Z -155.4745 57.6694 2.9 1.9 01862e2n88
2018-05-12T05:46:21.794000Z -155.4251 57.6705 6.1 1.3 01862e6vtv
2018-05-12T08:56:33.501000Z -161.5485 54.3787 25.5 2.2 01862g1cpg
2018-05-12T09:48:43.493000Z -149.3486 56.1997 6.9 3.0 01862gl3ct
2018-05-12T10:04:33.263000Z -157.844 55.1385 24.7 2.2 01862gx2ny
2018-05-12T10:17:02.307000Z -154.0174 57.6735 66.9 1.8 01862gzsl6
2018-05-12T13:59:36.985000Z -155.7006 57.8443 10.9 1.5 01862j165e
2018-05-12T14:07:34.145000Z -161.2304 54.3797 8.4 2.1 01862jbgau
2018-05-12T14:18:32.093000Z -148.6312 56.3909 7.6 2.9 01862jdt0p
2018-05-12T14:22:24.778000Z -148.6336 56.4135 11.6 3.2 01862jenbf
2018-05-12T15:29:25.990000Z -153.7508 58.3933 54.8 1.5 01862k1l13
2018-05-12T16:42:47.248000Z -148.671 56.4022 0.7 2.8 01862kpul0
2018-05-12T16:49:05.180000Z -148.6162 56.3456 11.9 2.9 01862kr9cm
2018-05-12T17:01:20.816000Z -157.9609 56.2142 13.1 2.2 01862l2fsh
2018-05-12T18:51:24.064000Z -155.9273 57.8141 11.4 1.2 01862lylg6
2018-05-12T20:50:23.338000Z -155.8607 55.6909 14.6 2.5 01862n58z5
2018-05-12T22:06:49.118000Z -149.2356 56.156 10.0 2.7 01862o2qkv
2018-05-12T22:23:09.537000Z -148.3251 56.3192 11.7 2.8 01862o6ap5
2018-05-12T22:56:08.038000Z -153.2337 57.7092 58.3 1.6 01862odd7g
2018-05-12T23:56:46.447000Z -152.5979 58.675 47.3 1.6 01862oyvs4
2018-05-13T10:37:35.548000Z -148.816 56.3074 10.9 2.7 018644nhyq
2018-05-13T11:47:46.173000Z -158.7973 55.8993 83.6 2.2 018645b3ja
2018-05-13T13:45:08.783000Z -149.9965 55.909 7.6 2.8 018646hgfy
2018-05-13T13:45:41.575000Z -155.9641 57.8157 13.1 1.0 018646hiz1
2018-05-13T13:58:58.186000Z -148.7997 56.3125 11.8 2.8 018646kcka
2018-05-13T15:19:22.199000Z -160.6226 54.4793 10.9 2.3 018647is2j
2018-05-13T15:31:12.979000Z -160.6458 54.5139 5.4 1.7 018647lby9
2018-05-13T16:00:57.483000Z -161.4009 54.4 25.3 1.9 01864807sk
2018-05-13T16:34:13.724000Z -149.346 56.5152 2.1 2.6 0186487erg
2018-05-13T16:49:42.511000Z -159.1119 55.8898 96.5 1.9 018648aoqa
2018-05-13T16:57:43.190000Z -149.9005 56.0265 11.9 2.8 018648cei7
2018-05-13T18:49:15.874000Z -158.764 55.6569 61.2 1.5 018649hhtu
2018-05-13T19:48:11.577000Z -148.4499 56.3075 3.9 2.9 01864a2pfp
2018-05-13T19:52:58.387000Z -149.2606 56.0763 5.9 2.8 01864a3nwu
2018-05-13T20:05:17.445000Z -155.3563 58.209 2.2 1.1 01864aexpc
2018-05-13T20:12:34.536000Z -149.4343 56.2144 4.7 3.0 01864agh0v
2018-05-13T20:43:05.907000Z -149.4281 56.1323 10.7 2.7 01864an20u
2018-05-13T21:52:07.374000Z -148.7061 56.2861 5.5 2.9 01864baf6p
2018-05-14T00:39:26.492000Z -149.9323 56.112 11.3 2.9 01865m8x55
2018-05-14T02:37:00.700000Z -160.9476 53.2782 7.5 2.6 01865nfaxi
2018-05-14T03:40:40.458000Z -155.2932 58.1889 1.2 1.4 01865o1gr1
2018-05-14T04:22:34.912000Z -149.5438 56.1087 9.7 3.2 01865oj11f
2018-05-14T06:30:01.608000Z -149.2047 56.0171 11.6 3.0 01865prjeo
2018-05-14T06:36:44.176000Z -162.0471 52.7389 11.9 3.3 01865pswzl
2018-05-14T09:21:13.170000Z -156.5218 56.6294 54.8 2.2 01865rhxox
2018-05-14T10:44:07.824000Z -153.6659 57.8864 51.9 1.9 01865s8aby
2018-05-14T16:23:09.616000Z -148.5538 56.2357 12.0 2.9 01865voe29
2018-05-14T16:36:37.151000Z -156.595 54.9148 19.9 2.7 01865vr8hv
2018-05-14T17:30:52.999000Z -148.8149 56.4395 11.9 2.8 01865wbf0u
2018-05-14T18:11:29.276000Z -155.612 58.329 136.0 1.9 01865wsq6w
2018-05-14T18:20:20.386000Z -162.8857 54.7505 6.4 2.4 01865wumye
2018-05-15T01:33:39.856000Z -154.2002 57.1456 46.4 1.2 01867acfyg
2018-05-15T03:14:45.326000Z -154.9931 57.2112 34.4 1.8 01867bf8zj
2018-05-15T09:15:33.501000Z -156.9787 57.0902 5.1 1.7 01867f01hn
2018-05-15T09:42:30.633000Z -149.2244 56.0005 3.4 2.8 01867f5tjr
2018-05-15T10:17:56.003000Z -157.349 56.3821 64.5 1.8 01867fly7r
2018-05-15T10:31:36.701000Z -149.9215 55.878 12.0 4.2 01867fowpy
2018-05-15T11:25:03.532000Z -150.0021 55.876 10.3 2.8 01867g8zht
2018-05-15T12:17:31.773000Z -149.2351 55.9187 11.8 2.7 01867gsrjr
2018-05-15T12:38:23.949000Z -157.0136 55.3663 9.0 1.8 01867gx8ze
2018-05-15T13:02:59.894000Z -154.4344 58.9324 115.8 3.4 01867hb1l6
2018-05-15T13:19:24.075000Z -149.1672 56.3519 5.4 2.5 01867helzr
2018-05-15T13:38:17.733000Z -153.7607 58.8233 5.7 1.2 01867hio3x
2018-05-15T13:53:43.395000Z -153.6604 58.428 60.4 2.2 01867hlxtv
2018-05-15T13:54:20.192000Z -156.9902 57.1009 2.7 2.8 01867hm3t9
2018-05-15T16:16:19.592000Z -154.7459 56.0353 33.9 1.9 01867j69bb
2018-05-15T16:21:18.251000Z -149.5773 56.1099 9.3 2.9 01867j7bsp
2018-05-15T16:58:31.407000Z -158.8627 55.6881 54.1 1.6 01867jfabg
2018-05-15T17:36:06.378000Z -149.1552 56.4734 12.2 2.7 01867jvy7x
2018-05-15T18:41:56.072000Z -153.9091 57.0344 12.2 1.0 01867kik8k
